titel;lage;miete;groesse;preis_qm;long;lati;pricecat
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/S12-0102";Söhnleinstr., Schierstein, Wiesbaden;657;57;11,52631579;8,18281;50,0445058;10 bis 12 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K22-0201";Kleinaustr., Schierstein, Wiesbaden;1651;112;14,74107143;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K22-0001";Kleinaustr., Schierstein, Wiesbaden;990;82;12,07317073;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
*Schön geschnitte* 3 ZKB mit Balkon in Wiesbaden-Biebrich;Erich-Ollenhauer-Straße  34f, Biebrich, Wiesbaden;750;84;8,928571429;8,22502;50,05724;8 bis 10 Euro pro Quadratmeter
** Möbliertes Apartment in Wiesbaden Südost;Südost, Wiesbaden;715;32;22,34375;8,249484;50,0669775;mehr als 20 Euro pro Quadratmeter
Möbliertes 1,5-Zimmer Apartment mit Balkon in ruhiger Lage in Wiesbaden-City;Mitte, Wiesbaden;950;56;16,96428571;8,2418705;50,0823281;15 bis 20 Euro pro Quadratmeter
Mitten im Herzen der Wiesbadener Altstadt- helle 2 Zimmer-Wohnung;Mitte, Wiesbaden;525;55;9,545454545;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Top sanierte Loftwohnung in bester Lage;Nordost, Wiesbaden;1700;132;12,87878788;8,2303053;50,0917199;12 bis 15 Euro pro Quadratmeter
Altbau,Gemütlich Wohnen in einer 3 ZKB  Balkon;Gneisenauerstrasse , Mitte, Wiesbaden;800;81;9,87654321;8,2245781;50,080601;8 bis 10 Euro pro Quadratmeter
Schöne zwei Zimmer Wohnung in Wiesbaden, Nordost;Rosselstraße 24c, Nordost, Wiesbaden;860;74;11,62162162;8,240642;50,09402;10 bis 12 Euro pro Quadratmeter
Komplettsanierung 2017! Klein aber fein. Einziehen und wohlfühlen.;Bismarckring 9, Mitte, Wiesbaden;440;28;15,71428571;8,2300748;50,0791363;15 bis 20 Euro pro Quadratmeter
Im Herzen von Wiesbaden - Naurod;Laurentiusstrasse, Naurod, Wiesbaden;570;67;8,507462687;8,3056875;50,1347758;8 bis 10 Euro pro Quadratmeter
Erstbezug nach Sanierung! Haus im Haus! *Mit riesigem Garten*;Laurentiusstrasse, Naurod, Wiesbaden;1200;120;10;8,3056875;50,1347758;10 bis 12 Euro pro Quadratmeter
Lichtdurchflutete Top-Sanierte Wohnung in Best-Lage von Wiesbaden;Südost, Wiesbaden;1315;113;11,63716814;8,249484;50,0669775;10 bis 12 Euro pro Quadratmeter
Schöne, geräumige 4 Zimmer Wohnung in Wiesbaden, Rheingauviertel, Hollerborn;Olof-Palme-Straße 2, Rheingauviertel, Wiesbaden;2300;130;17,69230769;8,21737;50,06984;15 bis 20 Euro pro Quadratmeter
3-Zimmer-Altbau-Dachgeschosswohnung in zentraler Lage von Wiesbaden;Sedanplatz, Mitte, Wiesbaden;610;70;8,714285714;8,2288688;50,0829491;8 bis 10 Euro pro Quadratmeter
Schöne, helle und zentrale drei Zimmer Wohnung in Wiesbaden, Nordost;Neubauerstraße, Nordost, Wiesbaden;1298;110;11,8;8,2443272;50,0895674;10 bis 12 Euro pro Quadratmeter
SCHICKE 2 ZKBB IN WIESBADEN!;Karl-Josef-Schlitt-Straße 1, Rheingauviertel, Wiesbaden;660;63;10,47619048;8,2196943;50,0857611;10 bis 12 Euro pro Quadratmeter
100 Meter bis zum Kurpark !!;Bodenstedtstraße 5, Nordost, Wiesbaden;690;74;9,324324324;8,25469;50,08357;8 bis 10 Euro pro Quadratmeter
Erstbezug nach Luxussanierung - Repräsentative Altbauetage in der City-Ost ;Südost, Wiesbaden;2900;185;15,67567568;8,249484;50,0669775;15 bis 20 Euro pro Quadratmeter
Helle 3 ZKB mit großer Diele in kleiner Wohneinheit;Schierstein, Wiesbaden;680;80;8,5;8,1962967;50,0445973;8 bis 10 Euro pro Quadratmeter
sonnendurchflutete Maisonettewohnung in exponierter Lage;Sonnenberg, Wiesbaden;1550;130;11,92307692;8,2580588;50,0974413;10 bis 12 Euro pro Quadratmeter
Schöne ein Zimmer Wohnung mit Traumhafter Aussicht, in Wiesbaden, Rheingauviertel, Hollerborn;Rheingauviertel, Wiesbaden;240;27;8,888888889;8,2265882;50,0755267;8 bis 10 Euro pro Quadratmeter
Wiesbaden Sonnenberg Altbau - 2,5 Zimmer-Dachwohnung zum Wohlfühlen;Sonnenberg, Wiesbaden;780;76;10,26315789;8,2580588;50,0974413;10 bis 12 Euro pro Quadratmeter
Neue Komfort-Wohnungen im Wiesbadener Dichterviertel;Fontanestraße, Südost, Wiesbaden;1151,25;105;10,96428571;8,2333099;50,0679055;10 bis 12 Euro pro Quadratmeter
Attraktive 3-ZKBB in Medenbach!;Medenbach, Wiesbaden;799;83;9,626506024;8,3386222;50,1095031;8 bis 10 Euro pro Quadratmeter
"Wohnen direkt in der City: Sonnige, sanierte Altbauwohnung; Edles Wannenbad und französischer Balkon";Helenenstraße 2, Mitte, Wiesbaden;650;66;9,848484848;8,2344143;50,0809408;8 bis 10 Euro pro Quadratmeter
OHNE WOHNGELDZUSCHUSS!Helle 3-ZW mit Balkon & Tageslichtbad (Ohne Wohngeldzuschuss);Klarenthal, Wiesbaden;768,07;86;8,931046512;8,2024231;50,0867212;8 bis 10 Euro pro Quadratmeter
OHNE WOHNGELDZUSCHUSS!Schöne 2-ZW im EG mit Balkon;Carl-von-Ossietzky-Straße, Klarenthal, Wiesbaden;574,05;65;8,831538462;8,202329;50,0836048;8 bis 10 Euro pro Quadratmeter
Schöne, geräumige 2 Zimmer Dachgeschosswohnung;Am Steinwald, Medenbach, Wiesbaden;470;65;7,230769231;8,3397787;50,1107544;6 bis 8 Euro pro Quadratmeter
Schicke 3-ZKBB-Wohnung;Zietenring 4, Mitte, Wiesbaden;880;85;10,35294118;8,2251233;50,0845476;10 bis 12 Euro pro Quadratmeter
Moderne 2-ZKB, gehobene Ausstattung;Sommerstraße 7/7a, Dotzheim, Wiesbaden;690;62;11,12903226;8,20709;50,07523;10 bis 12 Euro pro Quadratmeter
Helle 3 Zimmer Wohnung im Feldherrenviertel, Provisionsfrei;Scharnhorststraße, Mitte, Wiesbaden;1050;98;10,71428571;8,2260761;50,0803511;10 bis 12 Euro pro Quadratmeter
Wunderschöne  Altbauwohnung in der City-Ost;Nordost, Wiesbaden;1290;129;10;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
Repräsentative  Altbauwohnung mit großem Balkon  in der City-Ost;Nordost, Wiesbaden;1790;170;10,52941176;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
***Top Möbliertes 2-Zimmer UG-Wohnung in Wiesbaden City-Ost;Langenbeck Straße, Südost, Wiesbaden;990;78;12,69230769;8,2565053;50,0748043;12 bis 15 Euro pro Quadratmeter
Am Kurpark mit TG und nur wenige Gehminuten zur Innenstadt / Kurhaus;Nordost, Wiesbaden;1300;105;12,38095238;8,2303053;50,0917199;12 bis 15 Euro pro Quadratmeter
Schöne, geräumige vier Zimmer Wohnung in Wiesbaden, Mitte;Mitte, Wiesbaden;1200;140;8,571428571;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Toll geschnittene 2-Zimmwohnung in Wiesbaden-Freudenberg!;Bert-Brecht-Straße, Schierstein, Wiesbaden;590;59;10;8,1941907;50,0573451;10 bis 12 Euro pro Quadratmeter
Klassische 3 Zimmer Altbau-Wohnung mit Balkon in Wiesbaden - Taunusstraße;Nordost, Wiesbaden;1380;118;11,69491525;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
HOCHWERTIGE MAISONETTE-WG, AM WALDRAND IN S/W-LAGE, Wiesbaden-Auringen;Auringen, Wiesbaden;1690;153;11,04575163;8,3312166;50,1178017;10 bis 12 Euro pro Quadratmeter
3 Zimmerwohnung Stadtmitte;Hauberrisserstraße, Südost, Wiesbaden;750;75;10;8,2628722;50,0660844;10 bis 12 Euro pro Quadratmeter
Wunderschöne Wohnung in der Innenstadt von Wiesbaden;Grabenstr. 5, Mitte, Wiesbaden;780;77;10,12987013;8,2403273;50,082769;10 bis 12 Euro pro Quadratmeter
EIN STÜCK HIMMEL / 5 Zimmer Dachgeschoss-Maisonette + 2 Balkone, Einbauküche + Tiefgaragenplatz;Am Haingraben, Südost, Wiesbaden;1335;135;9,888888889;8,2606734;50,075461;8 bis 10 Euro pro Quadratmeter
Charmante Altbau-Dachgeschoss-Wohnung, 2 kl. Balkone, EBK und Stellplatz sind möglich;Bierstadter Str., Bierstadt, Wiesbaden;1100;117;9,401709402;8,2640619;50,0840414;8 bis 10 Euro pro Quadratmeter
Wohnung mit Blick in die Nerotalparkanlagen;Nordost, Wiesbaden;800;56;14,28571429;8,2303053;50,0917199;12 bis 15 Euro pro Quadratmeter
Altbauetage auf der Taunusstraße für Singles und Paare;Mitte, Wiesbaden;1400;106;13,20754717;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
Luxury apartement in the city of Wiesbaden;Mitte, Wiesbaden;1400;106;13,20754717;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
GWW - In Wiesbaden zu Hause;Christian-Morgenstern-Str. 6, Schierstein, Wiesbaden;650,65;64;10,16640625;8,1972254;50,0555038;10 bis 12 Euro pro Quadratmeter
Großzügige Stadtwohnung zum kleinen Preis...wer selbst anpackt kann sparen!;Mitte, Wiesbaden;1200;135;8,888888889;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Sonnige Zwei-Zimmerwohnung mit großem Balkon in Freudenberg direkt von Vermieter;Narzissenweg, Dotzheim, Wiesbaden;640;57;11,22807018;8,1860686;50,0647827;10 bis 12 Euro pro Quadratmeter
DESIGNER BAD!!!                                      Große 2 Zi Wohnung mit Flair!;Luisenstrasse 5, Kostheim, Wiesbaden;678;78;8,692307692;8,3015611;50,0013632;8 bis 10 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K14-0001";Kleinaustr., Schierstein, Wiesbaden;1125;86;13,08139535;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K14-0101";Kleinaustr., Schierstein, Wiesbaden;1149;85;13,51764706;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K14-0102";Kleinaustr., Schierstein, Wiesbaden;1000;74;13,51351351;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K14-0103";Kleinaustr., Schierstein, Wiesbaden;1098;81;13,55555556;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K14-0201";Kleinaustr., Schierstein, Wiesbaden;1148;85;13,50588235;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K14-0202";Kleinaustr., Schierstein, Wiesbaden;1016;75;13,54666667;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier Rheingaupalais""";Kleinaustr., Schierstein, Wiesbaden;1094;81;13,50617284;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K14-0302";Kleinaustr., Schierstein, Wiesbaden;2130;144;14,79166667;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
Großzügige Dachgeschosswohnung in Denkmalbau | WG tauglich!;Matthias-Claudius Straße, Mitte, Wiesbaden;700;104;6,730769231;8,2402077;50,073071;6 bis 8 Euro pro Quadratmeter
3 Zimmer *** Purer Luxus *** TOP möbliertes Wohnen *** auf höchstem Niveau  ***;Mitte, Wiesbaden;2950;101;29,20792079;8,2418705;50,0823281;mehr als 20 Euro pro Quadratmeter
"PENTHOUSE - BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais""060/K34-0202";Kleinaustr., Schierstein, Wiesbaden;2047;139;14,72661871;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
"BAU ERSTBEZUG im ""Wohnquartier am Rheingaupalais"" 060/K26-0002";Kleinaustr., Schierstein, Wiesbaden;814;62;13,12903226;8,1908873;50,0436302;12 bis 15 Euro pro Quadratmeter
Wunderschöner Altbauklassiker im Wiesbadener Rheingauviertel;Rüdesheimer Straße, Rheingauviertel, Wiesbaden;1000;100;10;8,226985;50,0753708;10 bis 12 Euro pro Quadratmeter
Möblierte 2-Zimmer-Wohnung im Dichterviertel in Wiesbaden;Südost, Wiesbaden;715;45;15,88888889;8,249484;50,0669775;15 bis 20 Euro pro Quadratmeter
Möbliertes 1-Zimmer Apartment mit Badewanne und W-Lan im Herzen der Stadt Wiesbaden;Mitte, Wiesbaden;721;37;19,48648649;8,2418705;50,0823281;15 bis 20 Euro pro Quadratmeter
Luxury Penthouse with garage near Clay Casern;Erbenheim, Wiesbaden;2800;225;12,44444444;8,2963174;50,0556363;12 bis 15 Euro pro Quadratmeter
Modernisierte Altbau-Wohnung mit Terrasse mitten in der City!;Mitte, Wiesbaden;1485;160;9,28125;8,2418705;50,0823281;8 bis 10 Euro pro Quadratmeter
Tolle 1,5 Zimmerwohnung in Rambach! ;Rambach, Wiesbaden;390;45;8,666666667;8,2743096;50,1169148;8 bis 10 Euro pro Quadratmeter
3ZKB Altbau nach Komplettsanierung in WI-Innenstadt;Mitte, Wiesbaden;900;80;11,25;8,2418705;50,0823281;10 bis 12 Euro pro Quadratmeter
Helle, grosszügige drei Zimmer Wohnung in Wiesbaden, Breckenheim;Talweg 7, Breckenheim, Wiesbaden;850;98;8,673469388;8,3679023;50,0832383;8 bis 10 Euro pro Quadratmeter
Schicke 4-Zimmer-Maisonettewohnung mit Hauscharakter in grüner Wohnlage, WI-Sonnenberg;Sonnenberg, Wiesbaden;1825;130;14,03846154;8,2580588;50,0974413;12 bis 15 Euro pro Quadratmeter
Großzügige Wohnung in Wiesbaden-Biebrich!;Stettiner Straße, Biebrich, Wiesbaden;990;113;8,761061947;8,2398723;50,0382451;8 bis 10 Euro pro Quadratmeter
4-Zimmer-Penthouse im Künstlerviertel mit XXL-Dachterrasse;Gabriele-Münster-Str. 5, Rheingauviertel, Wiesbaden;1345;102;13,18627451;8,217446;50,0733395;12 bis 15 Euro pro Quadratmeter
Dream apartment on Taunusstrasse, central Wiesbaden;Taunusstrasse, Mitte, Wiesbaden;2250;145;15,51724138;8,2410513;50,0880538;15 bis 20 Euro pro Quadratmeter
!!! ERSTBEZUG NACH SANIERUNG !!! Schicke 2,5 Altbau-DG Wohnung mit 2 Balkonen und neuer EBK;Rheingauviertel, Wiesbaden;925;80;11,5625;8,2265882;50,0755267;10 bis 12 Euro pro Quadratmeter
Möblierte 2-Zimmer Wohnung mit Garten und Terrasse in Wiesbaden-City;Nordost, Wiesbaden;1785;71;25,14084507;8,2303053;50,0917199;mehr als 20 Euro pro Quadratmeter
3 ZKB ruhig zentral;Nordost, Wiesbaden;680;70;9,714285714;8,2303053;50,0917199;8 bis 10 Euro pro Quadratmeter
Möblierte 3-Zimmer Wohnung mit Flatscreen TV und Garage in Wiesbaden-City;Nordost, Wiesbaden;1430;75;19,06666667;8,2303053;50,0917199;15 bis 20 Euro pro Quadratmeter
2 Zimmer, Einbauküche, Balkon, umfangreich modernisiert;Am Hang, Dotzheim, Wiesbaden;745;62;12,01612903;8,2013636;50,0796731;12 bis 15 Euro pro Quadratmeter
Strahlender Erstbezugstraum;Dotzheim, Wiesbaden;450;38;11,84210526;8,1942059;50,0730319;10 bis 12 Euro pro Quadratmeter
3-ZIMMER-ALTBAUWOHNUNG MIT WOHNKÜCHE IN ZENTRALER INNENSTADTLAGE VON WIESBADEN;Emserstraße , Mitte, Wiesbaden;795;94;8,457446809;8,2304222;50,0841441;8 bis 10 Euro pro Quadratmeter
SEHR GROSSZÜGIGE 2-ZIMMER-WOHNUNG MIT GROSSER WOHNKÜCHE IN ZENTRALER INNENSTADTLAGE!;Moritzstraße, Mitte, Wiesbaden;795;95;8,368421053;8,2387289;50,074341;8 bis 10 Euro pro Quadratmeter
Schöne vier Zimmer Wohnung in Wiesbaden, Biebrich;Jägerstr., Biebrich, Wiesbaden;1000;102;9,803921569;8,22644;50,0649393;8 bis 10 Euro pro Quadratmeter
Komplett renovierte Altbauwohnung nähe Kurpark;Bierstadt, Wiesbaden;1200;107;11,21495327;8,2772655;50,0852386;10 bis 12 Euro pro Quadratmeter
Großzügige Wohnung mit Taunusblick;Südost, Wiesbaden;1240;116;10,68965517;8,249484;50,0669775;10 bis 12 Euro pro Quadratmeter
Apartment oder Büro in der Nerostraße - top Ausstattung!!;Mitte, Wiesbaden;620;35;17,71428571;8,2418705;50,0823281;15 bis 20 Euro pro Quadratmeter
Elegantes Wohnen an der Platter Straße;Nordost, Wiesbaden;1650;127;12,99212598;8,2303053;50,0917199;12 bis 15 Euro pro Quadratmeter
Schöne drei Zimmer Wohnung in Wiesbaden, Kostheim;im zwetschenfeld 7-9, Kostheim, Wiesbaden;620;64;9,6875;8,3033244;50,0063761;8 bis 10 Euro pro Quadratmeter
INDIVIDUALISTEN gesucht für offen gestaltete 2-3 Zimmerwohnung (ca. 80 m²) mit WINTERGARTEN;Jakobsgasse 1, Rambach, Wiesbaden;750;80;9,375;8,2755438;50,1168807;8 bis 10 Euro pro Quadratmeter
2-ZW Wiesbaden-Nähe Hauptbahnhof/Innenstadt;Schlichterstr., Mitte, Wiesbaden;550;60;9,166666667;8,2406097;50,0737798;8 bis 10 Euro pro Quadratmeter
Hochwertige helle 3 Zimmer Wohnung mit 2 Balkonen in TOP-Lage WI, nähe Nerotal;Nordost, Wiesbaden;1300;90;14,44444444;8,2303053;50,0917199;12 bis 15 Euro pro Quadratmeter
2 Zimmer, Kaiser-Wilhelm-Str.;Kaiser-Wilhelm-Str., Sonnenberg, Wiesbaden;550;50;11;8,2599237;50,0988404;10 bis 12 Euro pro Quadratmeter
Schöne helle 3 ZKB in Wiesbaden, Zentrum, WG-geeignet, frei ab 01.07.2017;Michelsberg 9, Mitte, Wiesbaden;790;90;8,777777778;8,2381006;50,0829718;8 bis 10 Euro pro Quadratmeter
Schöne 4 Zimmer Wohnung in guter Lage;Waldstraße 4, Biebrich, Wiesbaden;1500;110;13,63636364;8,2344168;50,0601558;12 bis 15 Euro pro Quadratmeter
Schöne Altbauwohnung in stilvollem Jugendstil-Haus;Lahnstraße 9, Nordost, Wiesbaden;790;90;8,777777778;8,2236093;50,0856907;8 bis 10 Euro pro Quadratmeter
Helle und moderne Maisonette Wohnung in Wiesbaden;Nordost, Wiesbaden;1060;56;18,92857143;8,2303053;50,0917199;15 bis 20 Euro pro Quadratmeter
1.180 €, 105 m², 3 Zimmer;Sonnenberg, Wiesbaden;1180;105;11,23809524;8,2580588;50,0974413;10 bis 12 Euro pro Quadratmeter
Penthouse mit Dachterrasse;Dotzheim, Wiesbaden;860;71;12,11267606;8,1942059;50,0730319;12 bis 15 Euro pro Quadratmeter
Schöne, große, helle 5-Zimmerwohnung in Wiesbaden Naurod, mit Terrasse;Sonnenhöhe, Naurod, Wiesbaden;1150;130;8,846153846;8,3022436;50,1377289;8 bis 10 Euro pro Quadratmeter
101 qm mit 60 qm Terrrasse , offen, exclusiv direkt am Henkelpark in Wiesbaden;Biebrich, Wiesbaden;1585;101;15,69306931;8,2390966;50,0517113;15 bis 20 Euro pro Quadratmeter
+++ AUF DEM MARKT+++ Gemütliche 3-Zi-Wohnung in Dotzheim;Annastraße 3, Klarenthal, Wiesbaden;890;89;10;8,2046;50,07629;10 bis 12 Euro pro Quadratmeter
3-ZKB- ganz in weiß - Nähe Walkmühltal;Mitte, Wiesbaden;795;78;10,19230769;8,2418705;50,0823281;10 bis 12 Euro pro Quadratmeter
SEITLICH DER BIEBRICHER ALLEE! GEMÜTLICHE 3-ZIMMER-DACHGESCHOSSWOHNUNG! EIN FALL FÜR ZWEI!;Biebrich, Wiesbaden;650;68;9,558823529;8,2390966;50,0517113;8 bis 10 Euro pro Quadratmeter
Tolle 1 Zimmerwohnung in zentraler Lage!;Rheingauviertel, Wiesbaden;399;45;8,866666667;8,2265882;50,0755267;8 bis 10 Euro pro Quadratmeter
Wiesbaden, Mosbacher Strasse, 3 Zimmerwohnung, 1OG, 2 Balkone+TG-Stellplatz;Mosbacherstrasse 1, Südost, Wiesbaden;1085;107;10,14018692;8,23689;50,06963;10 bis 12 Euro pro Quadratmeter
Ruhig gelegene 3 Zimmer Wohnung.;Geisbergweg 17a, Nordenstadt, Wiesbaden;950;115;8,260869565;8,3463914;50,0617966;8 bis 10 Euro pro Quadratmeter
Ruhige Wohnung mitten in der Stadt;Mitte, Wiesbaden;890;73;12,19178082;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
Luxuriöse, barrierefreie 3ZKBB Penthouse Wohnung mit sonniger Dachterrasse;Mitte, Wiesbaden;1270;100;12,7;8,2418705;50,0823281;12 bis 15 Euro pro Quadratmeter
WG geeignet - zentral - Küche - Garten - Wannenbad - Dachterrasse;Südost, Wiesbaden;1500;185;8,108108108;8,249484;50,0669775;8 bis 10 Euro pro Quadratmeter
Hübsch Renovierte 3 Zimmer Souterrain Wohnung in zentraler Lage;Dreiweidenstraße 3, Mitte, Wiesbaden;790;108;7,314814815;8,2287369;50,078697;6 bis 8 Euro pro Quadratmeter
Komponistenviertel, lichtdurchflutete 2 ZKBB;Nordost, Wiesbaden;695;61;11,39344262;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
WI-ERBENHEIM: DG-Wohnung, 2 ZKB 71qm, TGL-Bad,   - Top Kernsaniert - !!!;Erbenheim, Wiesbaden;690;71;9,718309859;8,2963174;50,0556363;8 bis 10 Euro pro Quadratmeter
"WI-Innenstadt:Großzügige, sanierte, ruhige 2-Zimmer-Parterre-Wohnung; modernes Bad; Stellplatz mögl.";Rheingauviertel, Wiesbaden;760;105;7,238095238;8,2265882;50,0755267;6 bis 8 Euro pro Quadratmeter
Stilvolle Altbauetage mit Denkmalschutz im 4 - Parteienhaus.;Straße der Republik, Biebrich, Wiesbaden;1550;170;9,117647059;8,2411596;50,0444586;8 bis 10 Euro pro Quadratmeter
*** Tolle Neubau-Wohnung in ruhiger Lage! Klasse Schnitt, Laminat, Alles in Weiß! Süd-Seite! ***;Hasengartenstr. 9, Südost, Wiesbaden;589;54;10,90740741;8,2554453;50,0659305;10 bis 12 Euro pro Quadratmeter
+++ Wohnchick mit Blick +++;Nordost, Wiesbaden;650;64;10,15625;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
Komponistenviertel Etagenwohnung in 2 Familienhaus;Richard-Wagner-Straße, Nordost, Wiesbaden;1265;110;11,5;8,25478;50,0912844;10 bis 12 Euro pro Quadratmeter
Erstbezug nach Totalsanierung, seitlich Biebricher Allee;Südost, Wiesbaden;1595;154;10,35714286;8,249484;50,0669775;10 bis 12 Euro pro Quadratmeter
Modernisiertes Single-Apartment im Zentrum von Mainz-Kastel WE 01;Kastel, Wiesbaden;360;23;15,65217391;8,2806368;50,0192814;15 bis 20 Euro pro Quadratmeter
4,5 Zimmer Wohnung in Wiesbaden Nordenstadt;Stolbergerstrasse, Nordenstadt, Wiesbaden;1350;153;8,823529412;8,3426968;50,0602787;8 bis 10 Euro pro Quadratmeter
4 ZKB, 2 Bäder, EBK, TG, Aufzug, Balkon, ruhig, hell, Wiesbaden Beethovenstr.;Südost, Wiesbaden;1650;126;13,0952381;8,249484;50,0669775;12 bis 15 Euro pro Quadratmeter
+++ Totalsaniertes Altbaujuwel im EG eines sanierten Jugendstilhauses! +++;Mitte, Wiesbaden;750;70;10,71428571;8,2418705;50,0823281;10 bis 12 Euro pro Quadratmeter
2 ZKBB sehr grün und ruhig Nähe Biebricher Allee;Biebrich, Wiesbaden;570;54;10,55555556;8,2390966;50,0517113;10 bis 12 Euro pro Quadratmeter
IM HAUSGARTEN GRILLEN Ideal für „ZWEI“ ! SONNIG-großzügig- GEPFLEGT! Ins Städtchen zu Fuß!;Geisbergstraße 0, Nordost, Wiesbaden;980;112;8,75;8,2426177;50,0874868;8 bis 10 Euro pro Quadratmeter
GWW - In Wiesbaden zu Hause;Christian-Morgenstern-Str., Schierstein, Wiesbaden;1181,6;118;10,01355932;8,1974312;50,0558878;10 bis 12 Euro pro Quadratmeter
*** auf der großen Dachterrasse (Südseite) den Sommer genießen ...***;Rheinstr., Mitte, Wiesbaden;1800;147;12,24489796;8,239349;50,0778201;12 bis 15 Euro pro Quadratmeter
Liebhaberwohnung, vier Zimmer-Wohnung in Wiesbaden, Nordost, Stadt- und Naturnah;Nordost, Wiesbaden;920;80;11,5;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
*Paul & Partner* ALTBAU MEETS LUXUS - DESIGN IN CITYLAGE MIT EBK UND BALKON !;Südost, Wiesbaden;1598;125;12,784;8,249484;50,0669775;12 bis 15 Euro pro Quadratmeter
Schöne drei Zimmer Wohnung in Bestlage von Wiesbaden;Kapellenstraße 25A, Nordost, Wiesbaden;1100;76;14,47368421;8,2414;50,08998;12 bis 15 Euro pro Quadratmeter
Eine große Dachterrasse mit einem atemberaubenden Blick erwartet Sie!;Medenbacherstr. 6, Igstadt, Wiesbaden;1403;122;11,5;8,3306651;50,0833183;10 bis 12 Euro pro Quadratmeter
Puristische, erstklassig sanierte 3,5-Zimmer-Altbauetage mit Sonnenbalkon;Rheingauviertel, Wiesbaden;1500;130;11,53846154;8,2265882;50,0755267;10 bis 12 Euro pro Quadratmeter
3 ZKB in Campus Nähe! WG geeignet!;Dotzheimerstraße 105, Rheingauviertel, Wiesbaden;760;84;9,047619048;8,2189671;50,0774478;8 bis 10 Euro pro Quadratmeter
Helle Neubau 2 ZKBT mit kleinem Garten Nähe Kurpark;Fichtestraße, Bierstadt, Wiesbaden;899;93;9,666666667;8,2600427;50,0848492;8 bis 10 Euro pro Quadratmeter
Beautiful maisonette apartment surrounded by nature;Nordost, Wiesbaden;1600;140;11,42857143;8,2303053;50,0917199;10 bis 12 Euro pro Quadratmeter
